title,artist,duration
I'm All Yours (LP Version),Rachael Lampa,269.00853
Get On Our Own,Buzzcocks,144.77016
Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo,David Zinman;Pittsburgh Symphony Orchestra,641.48853
Just My Baby,Rickie Lee Jones,314.72281
Because Of You,Cece Winans,292.51873
I denna ljuva sommartid,Sofia Karlsson,340.21832
Shape Of My Heart,Backstreet Boys,173.5571
Firedance,Mystic Rhythms Band,206.2624
Hopelessly,Epitaph,494.21016
Let's Have Some Fun,Rodney O_ Joe Cooley,222.24934
The Keys,Jerry Goldsmith,110.70649
Juste Une Fois,Alexis HK,98.66404
Prelude In C Minor From The Well Tempered-Clavier,Steve Erquiaga,184.29342
Love Can Run Faster,Robert Palmer,247.95383
The Blue Side of The Sun,Sigmatropic,263.57506
New Detroit,Neon Blonde,170.70975
da da Diamonds,Soul Ballet,224.86159
Livin' A Lie (Video Mix),Milk Inc.,204.25098
Proud,Korn,197.53751
Communication (More Mix),Mario Piu',355.39546
Passover,Joy Division,128.67873
Wolverine Blues (Slight Flaw In Master) (1940 Blackhawk Restaurant Chicago),Bob Crosby,171.85914
Rock & Roll Renegade,The Frantic,146.15465
C'Est Moi L'BO$$,Ruffneck,201.97832
Soo Bawlz,Devo,141.08689
Blåsut,Sofia Karlsson,165.69424
By Faith I Can Touch Him Now,The Perrys,241.44934
Wait On The Lord  (LP Version),Shirley Caesar,408.05832
Curiosity,The Jets,280.65914
Fire (Orange Factory Dub),Dolce; Orange Factory,419.76118
Music Of The Sun,Rihanna,235.98975
Width Of The World,Tin Hat Trio,407.06567
Houston Anthem,DJ Nasty,188.26404
Til The Storm Passes By,Bill & Gloria Gaither,175.15057
Dinner Party Pool Music,Angelo Badalamenti,86.56934
More Than One Love,Venice,186.40934
Pegadito,Tommy Torres,219.21914
Street Lights,Kanye West,189.962
Death of Me,Smash Palace,274.442
More Than Vocals (MTV),Natural Elements,246.67383
Sentimento (Asteri_ Asteraki),Dakis,210.52036
Slips Of Paper,Dave Brockie Experience,126.4322
Mesmerise The Future Part 1,Emotion Code,503.48363
Backseat Driver,Debbie Davies,243.30404
Refuge,Matisyahu,242.15465
Sex,Bow Wow Wow,167.83628
Engel,Der Plan,218.67057
Oh Little Town Of Bethlehem,Sergio Franchi,165.74649
Old Memory,Ashton Shepherd,260.51873
The Lord Will Go Before You,Janet Paschal,207.69914
Mama Talk To Your Daughter (take 2),Lonnie Brooks,156.21179
Grow Proper,I Wayne,244.32281
My Chickasay Girl,Roy Rogers,146.07628
Soorma,Jazzy B,411.68934
Flamme & co,Les Ogres De Barback,404.45342
Welcome To Hell,Coffinberry,146.83383
Boyfriend,Janitor Joe,169.22077
We've Only Just Begun (LP Version),Young-Holt Unlimited,266.05669
Night Won't Last Forever_ The (Kingdom Come Album Version),Charlie Peacock,355.34322
All The Difference In The World,Brent Lamb,250.38322
Memmer?... U Memmer!,George Lopez,211.53914
Koronoko,Rokia Traoré,273.08363
See You Comin',Vodka Collins,220.52526
Megalodon,Mastodon,262.89587
Telepathy/Ted Haggard Got Cured of the Gay,Joe Rogan,179.51302
Be My Lover,Brenda Boykin,263.73179
Washed Away,Tom Cochrane,320.44363
Angel Of Heaven's Gate,Erik Berglund,371.87873
American Ghost Dance (2003 Digital Remastered),Red Hot Chili Peppers,231.23546
Voices,James Newton Howard,95.50322
Song 2,Faith Yang,134.97424
Binaural Presentation - Focus On A Beam Emptied Of Thinking_ Outward...,Roger Reynolds,842.10893
Sophisticated Lady,Toots Thielemans,302.62812
Watch Them,SOJA,295.49669
I Guess I'm Crazy,Jim Reeves,145.13587
Asheville Turnaround,The Del McCoury Band,154.74893
Pour toute la vie,Les Hou-Lops,156.49914
Spacer,Ketty DB,203.83302
Morning's Coming,Jeff And Sheri Easter,185.57342
Backlash,Sonic Subjunkies,238.00118
Broke Down On The Brazos (Album),Gov't Mule,378.95791
Popsy,Ray Conniff,126.58893
She's About A Mover,Sir Douglas Quintet,193.59302
Christe Eleison (Christ Have Mercy) (Center Of My Universe Album Version),Michelle Tumes,189.20444
Come See,Major Lance,141.42649
Ghetto,Bad Azz,255.84281
This White Circle,Kitty Wells,172.48608
WristStraining Order,Defect & Quixotic,267.75465
Radio Roy II,Mario Rosenstock,339.33016
Down at the Mardi Gras,Rockin' Dopsie_ Jr.,205.71383
Love Dump (Demo Version),Static-X,268.06812
No-Satellites,She Satellites,149.36771
Roorasty,Saman,243.98322
Chinz Ninja (Rui Da Silva mix),Smart Alex,543.58159
Call Of Da Wild,OutKast,366.39302
Dirty Diana,Michael Jackson,281.73016
Single Man Blues,Bukka White,342.7522
Mother's Day Part 1,AFS,220.08118
I'd Like To Be,Jim Reeves,121.73016
Weightless (Demo),Wet Wet Wet,222.69342
Conqueror Worm,Tsar,220.42077
White Christmas,Martin Sexton,144.19546
Arrows Of The Gods,Elliot Goldenthal,91.74159
San Juan,Dave Valentin,262.55628
Classic Material,Casual,188.05506
Groovin' With Jimmy,Jimmy Burns,211.74812
Au mariage des Levon-Lecu (Live),Claire Elzière,152.97261
Wonderful Peace,Dino,206.96771
Mate Tron,Luke Vibert,420.15302
Time Will Tell,Ice,285.77914
Ladies And Gentlemen,Spiral Stairs,65.51465
E,Rea_ Chris,366.28853
Deviate From The Form,Scar Symmetry,326.60853
Mambo Tipico,Tito Puente,180.00934
The Door,Silverchair,213.13261
Dichoso,Willie Bobo,197.40689
Better Luck Next Time,Lifehouse,215.82322
Todo Lo Que Soy,Carlos Ponce,223.60771
La mujer que no sone (Album),Ricardo Arjona,219.68934
Baby Don't You Change,Tyrone Wells,252.65587
Early In The Morning,B.B. King,237.66159
Sportin' Life,John Sebastian,189.51791
Valse Des Montagnes,Andre Verchuren,153.25995
The Three-Dimensional Shadow,Scar Symmetry,237.84444
Souvenirs,Concretes,204.85179
Train Tracks,Izzy Stradlin And The Ju Ju Hounds,267.65016
Unchain Us,Don Campbell,223.29424
Carry The Light,David Lynch,214.04689
Hot Weiners (All The Way),Cotton Candy,269.7922
Down_ Down_ Down,Frank Marino & Mahogany Rush,336.79628
Call The Police,John Wayne,192.70485
Scared,The Incurables,187.97669
Don't Go,Bert Kaempfert,184.31955
She's Actin Bad,H-Town,249.91302
The Harp That Once Through Tara's Halls,Voyager Series,103.73179
You'll Never Know,JERRY WALLACE,180.50567
Feel It Boy (Deep Dish Danchall Remix) (Feat. Janet Jackson),Beenie Man Featuring Janet Jackson,215.90159
Auprès De Mon Arbre,Georges Brassens,184.76363
Basking Under a Blacksun Dawning,Morgion,341.68118
Freedom,4Him,238.49751
Let It Bleed,Wild Horses,338.28526
Touch My Hand [Remastered],David Meece,211.17342
Hide Away,Freddie King,286.82404
Never Gonna Be The Same,Danny Wilson,167.13098
Beothuck,Malefaction,34.61179
Uu-Pee-Ämmät,Jope Ruonansuu,126.69342
After The Laughter,Marcie Blane,139.83302
That Little Ole Wine Drinker Me - Original,Charlie Walker,124.76036
CB4 (Instrumental Mix),Slum Village,204.38159
Pop Pop,Twista,163.39546
Grateful & Thankful,Francis Dunnery,277.08036
The Minuet Of The Robots,Perrey And Kingsley,137.19465
Another Djemba Djemba,Youves,100.20526
Je T'Appartiens,Maurice Larcange,276.53179
Paseo Colòn,Mau Mau,285.1522
Shotgun Sally,Cats In Boots,208.79628
Rock On The Radio,Firehouse,285.3873
Awake,The Panic Channel,227.99628
Fat Tuesday,Chris Standring,256.49587
Recordar Es Vivir,El Gran Silencio,249.25995
You do something to me,Ismael Dueñas,537.25995
Cherokee,The Galactic Heroes,120.86812
Heavenly Father,FU-Schnickens,276.94975
Try Me One More Time,Sonny Terry & Brownie McGhee,182.69995
When You See Me,Bad Azz,237.7922
Plastic People (Original Mix),Anané,409.70404
One Million Matches,Rocker-T,321.30567
U Complete Me (Blues Version - Bonus Track),Ana Popovic,322.66404
Viens boire un petit coup à la maison,Bézu,214.04689
Let Me Be Your Fantasy,Baby D,231.18322
La Nit De Reis,Gertrudis,215.562
Stuck On Your Love,Emilio,164.57098
Cheddar Chasin',Lunasicc,304.37832
Violence,Juelz Santana / Bezel,254.51057
Seventeen (Digitally Remastered),The Fontane Sisters,127.68608
Baby Face,Tiny Tim,126.69342
Cut Here,The Cure,250.85342
Carovana,I Nuovi Angeli,231.07873
La Vie Par Procuration,Jean-Jacques Goldman,236.09424
Secret,Eddie Turner,254.9024
Fig Leaf Rag  (LP Version),Joshua Rifkin,282.09587
A Night in Tunisia,Art Blakey's Jazz Messengers,670.04036
Beautiful,Paul Glazby,541.51791
Nothing But The Best,White Heart,222.06649
Come On-a My House,Barbara Lusch,214.30812
Wing,Patti Smith,293.53751
Believe,Saga,294.73914
Soñando En Ti,Gary Hobbs,228.49261
Cremona (Instrumental),Vrse Murphy,240.5873
Loaded Gun,C.C. Adcock,168.33261
Blues City Shake Down,John Mayall & The Bluesbreakers,142.15791
Why Get Up,The Fabulous Thunderbirds,229.8771
Vos No Confiaste,2 Minutos,179.09506
There Is A Redeemer (Your Love Broke Through Album Version),Michelle Tumes,203.78077
What Country Is,Luke Bryan,192.44363
Memories,Thriller U,226.32444
Cumpagno 'e cella,Alex,298.52689
Paloma Negra,Rocio Jurado,245.68118
317 East 32nd,Lennie Tristano,557.68771
Kill the Poor,Dead Kennedys,184.94649
Over The Hill,R.L. Burnside,257.35791
Jamming,Twinkle Twinkle Little Rock Star,235.38893
Future,Cut Copy,312.08444
Naked Enough,Tim Wilson,164.96281
The Beginning,Salt The Wound,96.65261
Drive,The Cars,234.50077
Can't Stop Lovin' You (Remastered Album Version),Van Halen,248.18893
Rock Co.Kane Flow,De La Soul / MF Doom,185.23383
Running On The Rocks,Shriekback,297.92608
These Nest Five Years,At All Cost,220.47302
It Came To Pass (Part II),Mississippi Mass Choir,185.20771
Magic Dragon Theatre,Utopia,208.14322
Function Of The Sun,The Ruby Suns,70.89587
I Want Your Soul For Christmas,Schoolyard Heroes,277.96853
Nach Ke VEkha Bhabhiyie,Malkit Singh,256.57424
(Everybody's Waiting For) The Man With the Bag,Mannheim Steamroller,149.89016
Dimension,Wolfmother,260.91057
Faroe Cave Song,John Tchicai,89.88689
It's Going Down,Suicidal Tendencies,269.81832
Cha Cha Brasilia,Bert Kaempfert,154.06975
Schmerzensschreie,ColdWorld,344.68526
Gimme Legs,The Chap,213.89016
Bush,David Banner,183.90159
The Devil,The Rapture,277.02812
Mary In Labor,Paul Cantelon,210.54649
Shining,Ice,421.61587
Number Nine (LP Version),Richard Lloyd,172.77342
Friend Or Foe,Adam Ant,203.91138
For The First Time,June Hutton,138.34404
Can't Happen Here,Rainbow,299.57179
La (Moonman's Flashover Mix Edit),Marc Et Claude,361.01179
Love The Feeling - Original,Leroy Hutson,170.50077
Pee Wee's Boogie,Pee Wee Crayton,164.57098
t.k.k.,Fläskkvartetten / Thåström,185.80853
Caray!,Gabinete Caligari,183.87546
La marine,Marc Perrone,202.23955
Crescent Moon,Ancient Astronauts,330.57914
Radiance I,Basic Channel,811.2322
Inherent Scars,Symphony in Peril,245.13261
Trading Places,Usher,286.77179
Mom's Phone,Greg Vaccariello,133.66812
I Am a Rasta Man,Wailing Souls,213.15873
Dub It,J.C. Lodge,286.6673
Woman of Shiloh,Mike Brooks,132.93669
The Southern Soldier Boy,Kathy Mattea,156.62975
Bon Demain,This Moment,213.21098
Zurezko Olerkia,Varios,168.28036
When I Get Home,The Fabulous Thunderbirds,287.65995
He's Leading The Way,The Perrys,115.1473
It's Too Late,Small Faces,157.46567
Widow's Walk,Enter the Haggis,381.54404
Love Of My Life,The Chi-Lites,260.98893
Memories,George Lopez,153.49506
It All Depends On You,Jerry Lewis,142.73261
The Traffic Jam,Stephen Marley / Damian Marley,247.17016
Beautiful When You're Green,Charlie Khan,208.24771
Rock Biter (Album Version),Red I Flight,179.01669
Edge Of The Dream (Emergency Broadcast Album Version),White Heart,273.8673
Broken Hearted Side Of New Orleans,Jo-El Sonnier,194.24608
Hot Spot (Terrible Love Mix),Steinski,169.97832
If We Loved,Chuck Wicks,222.01424
Pasa el tiempo,Yahir,285.28281
Dial Me,Lexi,244.03546
Resistance,Cali,156.55138
Sing Boy Sing,Tommy Sands,142.99383
Irreplaceable (Irreemplazable),Beyoncé,230.55628
Shadows,DJ Harry,309.60281
Isn't That Just Like God (Medium Key Performance Track Without Background Vocals),Babbie Mason,236.25098
Shoulda Did,Rated R,249.75628
Vena Cava 8,Diamanda Galas,191.42485
Magic,Black Eyed Peas / Terry Dexter,275.04281
Imagination,Beenie Man,230.24281
Between The Worlds,Be Bop Deluxe,197.82485
A Night at Mahmoud's,Rolfe Kent,112.16934
Sprung (Cibola Mix W/ Rap),Nu Flavor,242.38975
La Romance De La Pluie,Maurice Chevalier,214.5171
Spoken Words by Bishop Joseph Garlington,ISRAEL & NEW BREED,151.40526
Ya Mama (Palm Springs Demo),P.O.D.,188.94322
Veronica Sawyer (Album),Reel Big Fish,205.87057
Faith,Mystery,216.73751
Chanson De La Patience,Jacques Douai,136.75057
Et kütt wie et kütt,Eko Fresh,234.60526
Searching,Buju Banton,256.78322
Le Dormeur du Val,Jacques Douai,189.59628
Sapphire,Bill Douglas,273.97179
Ring The Alarm,Beyoncé,212.16608
Ouachita Run (Album Version),Alvin Youngblood Hart,159.39873
Rainbow '65 (part 2) - Live,Gene Chandler,163.29098
The Blood Covers It All (Live),Legacy Five,286.24934
Led By the Master's Hand,The Del McCoury Band,173.97506
Kenourgia Fotia,Christos Dantis,246.80444
Moonlight In Vermont,Walter Jackson; Arranged & conducted by Riley Hampton,211.25179
Now U Got It,J Bostron & Beretta,320.93995
I've never been so Lonely,Mark Ashley,198.19057
I Love You (LP Version),Cindy Morgan,158.27546
Decline Of the Western Civilization,Deathstar,229.8771
Dancing With Myself (BBC In Concert 01/01/81),Generation X,291.63057
Evening,Vanessa Daou,222.04036
Hey!,Laidback Luke & Diplo,315.92444
Midnight,Joe Satriani,185.70404
Brother,Steve Vai,304.71791
Civilized Reggae,Burning Spear,355.18649
What Is A Woman For? (BBC In Concert),The Edgar Broughton Band,588.85179
Otra Parte De Mi (1997 Digital Remaster),Aleks Syntek,232.07138
Macarena,Los Del Rio,249.49506
Cover To Cover,Wes King,233.45587
Kesäilta Saimaalla,Teijo Joutsela and Humppa-Veikot,159.63383
What's The Matter With The Mill,Moon Mullican,157.49179
Let me fly,Jefferson Starship,329.50812
En fet man,Ronny Eriksson,208.87465
Now I Got A Woman,John Mayall,264.6722
Nothing's The Same,Gary Moore,304.95302
Stolen Pills,Spiral Stairs,146.99057
Outro,Attack Attack,83.98322
Sloppy Love Jingle_ Pt. 3 (Amended Album Version),Gym Class Heroes,134.922
Patricia,Mighty Mighty Bosstones,168.85506
A Dustland Fairytale,Twinkle Twinkle Little Rock Star,238.52363
Through The Eyes Of Faith,The Booth Brothers,244.92363
Loves Parting,Vivian Khor,253.12608
Still Lost in the Forest,Anne Dudley,177.44934
So Many Roads,The Mustangs,174.57587
We're Almost There,Michael Jackson,222.37995
Blame Canada ( From: South Park ),Marc Shaiman,106.81424
A Different Kind of Love,Paul Simon,137.40363
B-Boy Stance,K-OS,238.23628
Unfinished Self-Portrait,Eberhard Weber,279.06567
Lifeboat Serenade,Jimmy Herring,359.8624
Christmas Time,The Continentals,164.12689
Song Sung Blue,Neil Diamond,172.38159
Cúnla/The Friar's Breeches,The Chieftains;Colin James,218.33098
Party Time,45 Grave,163.26485
Mean And Evil Blues,Joe Turner_ Joe Houston_ L. C. Williams,171.31057
I Feel So Good,J.B. Lenoir,114.62485
I Need You,Screaming Jay Hawkins,128.96608
Navy hymn,The Sun Harbor's Chorus-Documentary Recordings,58.46159
We Do It For the Money_ OBVIOUSLY! (Demo),Set Your Goals,52.55791
Gettin' Better,Tesla,210.28526
You Don't Know Me,Charlie Rich,268.7473
Warm Spring Night,Claw Hammer,263.36608
The Hero Dies in This One,The Ataris,246.85669
Newborn Blessing (World),Sharon Burch,193.82812
Below The Stars,The Field Mice,335.46404
Dab_dab_doo-Party In The Jungle,Taboo,224.93995
Plexis,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,451.34322
Papito Charme,Koffi Olomidé,445.49179
Sing Your Freedom,White Heart,299.36281
All They Want,Singing Melody,221.12608
Sparnuotoji Doze. Laukimas,Svartthron,323.60444
Around And Around,The Rolling Stones,183.17016
NY Timbuctu,The Rongetz Foundation,456.64608
Loko,Kassav',335.56853
Dance_ Dance,Fall Out Boy,189.80526
Cry On (Acoustic Demo),Bob Marley & The Wailers,229.90322
Le chanteur malheureux,Claude François,197.25016
Bruk Out and Wine,Elephant Man,155.97669
Let It Be,The Cate Brothers,223.97342
Walkin' In,Tracy Byrd,182.33424
Viens Danser Jeannette,Jean Segurel,172.12036
No me imagino,Fran Perea,194.21995
It Ain't The Meat It's The Motion (LP Version),Maria Muldaur,181.73342
Acapulco Sunrise,Santana,153.7824
Iki Tas Corba,Mustafa Sandal,227.65669
Guayabera,Johannes Linstead,294.66077
Packing Up,Dorothy Norwood,339.1473
Mirror (Album),Cinder,167.26159
Donde,Fania All Stars,290.08934
Must Have Been The Devil,Otis Spann,160.83546
I Go To Work,Kool Moe Dee,281.33832
Is It You?,Lee Ritenour,274.72934
Bottle It Up And Go,Big John Greer,145.73669
El Momento,Jaguares,302.8371
My Saviour Is Lord,Oak Ridge Boys,125.83138
Country Day,The Tragically Hip,318.87628
Let The Church Rise,Carman featuring Commissioned & The Christ Church Choir,326.26893
Nema Dana Ni Meseca,Reni,191.52934
Cantares,Raphael,198.86975
Sa La Re Wo Di Luo Mi Qu Yu Zhu Li Ye,Sammi Cheng,294.47791
Why,Fiona,215.06567
Helium,Cargo Cult,240.09098
Poison Lips,Lord Sterling,315.16689
I Need To Talk To Hank Hank,Forensics,415.45098
Soldats Ne Tirez Pas,Gerard Lenorman,191.73832
Walk With You,Cama,183.562
Robot Kid,Anat Ben David,132.93669
Almendra,Arturo Sandoval,271.43791
Mikawa Miya,Novika,268.90404
Dat Dere,Eldar,579.13424
Rue de Nantes,Oldelaf et Monsieur D,249.41669
Ren Lai Ren Wang,Eason Chan,271.09832
Please Don't Lie To Me,The Fabulous Thunderbirds,127.68608
45 Pounds,Hey Colossus,251.81995
Chela,Sonora Carruseles,220.78649
I Know That Car,Eddy Raven,201.63873
Kitteldags,Finntroll,125.46567
The Story (get It On),Tanto Metro & Devonte,209.03138
Coppershot,Bounty Killer,221.70077
Dump,Mobb Deep featuring Nate Dogg,195.65669
Like It's Hot,DJ Spinn and DJ Rashad,209.94567
El Amor,Jose Luis Perales,253.12608
Negocio Prohibido,El Poder del Norte,223.05914
Dutty Wine,Tony Matterhorn,183.53587
Won Threw Ate,Story Of The Year,224.41751
Baby,Brazilian Tropical Orchestra,198.32118
Why?,Kisha,225.38404
Sizofrenija(duet Ana Nikolic&Aca Lukas),Ana Nikolic,263.00036
Happiness Is Loving You,Tyrone Taylor,178.15465
Bread Or Blood (Single),4 Skins,170.52689
The Champ,Robben Ford,312.92036
Hold On,White Heart,221.20444
Rock Star (LP Version),Zapp,244.53179
Mediocre (Version original),Ximena Sarinana,218.04363
Taste It,Busta Rhymes,226.32444
You've Lost That Lovin' Feelin',Fontella Bass,204.35546
Einfach,Rhinostar,206.99383
Towards Eternity,Old Man's Child,317.12608
Emit Remmus (Album Version),Red Hot Chili Peppers,240.19546
Moses,Patty Griffin,208.32608
Infernal Calling,Satan's Host,412.1073
For Your Passion My Love,Aeoliah,307.09506
Valérie,Eric Demarsan,91.45424
Having You There,Mississippi Mass Choir,333.5571
Awake IV,Space Opera,82.18077
Outro,Through the Eyes of the Dead,41.482
Lovers Lane Boogie,Johnny Otis,160.60036
Naming Ceremony,Finest Dearest,299.75465
Gillum Blues,Jazz Gillum,137.82159
Goodfellas,Neema,227.02975
Ala Kaboo (Idjut Boy's H-Bar Mix),Sound 5,469.62893
Oceans Of Love (LP Version),Jorgen Ingmann,129.01832
Jack and Benton,Sean Callery,212.84526
Nivel De Mafia,Jesus Otero - Luny Tunes,191.76444
Hechizo,Gran Coquivacoa,188.89098
London Bridge,Fergie,208.95302
Strange Days ( LP Version ),The Doors,186.56608
